"","X1_train","X2_train","Y_train"
"6915",625,682,5
"6916",633,628,5
"6917",856,628,4
"6918",588,55,1
"6919",1468,359,5
"6920",1852,103,4
"6921",1320,805,2
"6922",813,733,3
"6923",1691,26,5
"6924",383,10,5
"6925",179,329,5
"6926",1533,570,4
"6927",1775,619,5
"6928",1814,24,5
"6929",2316,832,5
"6930",2062,150,5
"6931",43,26,5
"6932",814,732,5
"6933",2710,222,3
"6934",626,597,5
"6935",1625,116,5
"6936",446,144,5
"6937",1975,339,5
"6938",1994,628,2
"6939",1934,133,5
"6940",1633,794,4
"6941",394,98,5
"6942",687,91,4
"6943",888,550,5
"6944",1327,892,4
"6945",2315,72,5
"6946",1888,22,4
"6947",43,194,2
"6948",55,653,5
"6949",587,88,5
"6950",789,714,5
"6951",835,15,4
"6952",1911,592,5
"6953",1290,413,5
"6954",2728,802,5
"6955",1273,466,5
"6956",1701,806,4
"6957",2466,159,5
"6958",1304,450,5
"6959",847,155,5
"6960",2776,625,4
"6961",2912,233,5
"6962",1265,86,5
"6963",236,368,5
"6964",1969,293,5
"6965",1614,4,5
"6966",2199,10,5
"6967",185,235,5
"6968",293,339,5
"6969",186,67,5
"6970",763,938,4
"6971",1333,125,4
"6972",1668,2,3
"6973",2467,361,4
"6974",1983,58,5
"6975",1115,963,5
"6976",1158,30,5
"6977",638,39,4
"6978",1545,89,5
"6979",1100,374,4
"6980",2600,125,5
"6981",2236,889,5
"6982",1498,3,5
"6983",2559,899,3
"6984",1135,633,5
"6985",2026,45,5
"6986",2905,833,5
"6987",2915,128,5
"6988",2842,28,3
"6989",2859,466,5
"6990",1363,45,5
"6991",2087,141,5
"6992",110,441,5
"6993",1414,362,5
"6994",2172,155,4
"6995",739,201,3
"6996",874,35,5
"6997",2413,288,5
"6998",1342,449,5
"6999",1869,56,5
"7000",2263,534,1
"7001",2276,466,5
"7002",1959,282,4
"7003",1945,739,4
"7004",1146,911,1
"7005",1417,329,5
"7006",1645,14,4
"7007",479,20,3
"7008",2348,44,4
"7009",289,288,5
"7010",13,101,4
"7011",1469,657,5
"7012",2944,140,2
"7013",2112,262,1
"7014",2700,80,5
"7015",2266,325,5
"7016",1343,774,5
"7017",1586,960,5
"7018",1673,656,5
"7019",2933,108,5
"7020",1116,43,3
"7021",69,99,5
"7022",2266,323,5
"7023",341,131,4
"7024",2273,45,5
"7025",947,412,5
"7026",1039,657,5
"7027",1584,776,5
"7028",1719,420,4
"7029",2903,194,5
"7030",1421,643,5
"7031",1876,254,2
"7032",1608,81,5
"7033",2536,257,4
"7034",2889,152,5
"7035",1085,507,5
"7036",2450,593,5
"7037",297,833,4
"7038",1159,738,4
"7039",2702,836,3
"7040",2864,141,5
"7041",593,866,5
"7042",1367,103,5
"7043",1773,140,5
"7044",1575,170,4
"7045",219,146,4
"7046",2103,116,4
"7047",701,480,4
"7048",1346,87,3
"7049",1416,175,4
"7050",1399,794,3
"7051",1569,331,5
"7052",2916,165,5
"7053",521,35,5
"7054",195,321,3
"7055",1377,842,5
"7056",857,836,5
"7057",1249,691,5
"7058",1384,159,4
"7059",157,128,5
"7060",2517,103,5
"7061",22,804,2
"7062",1138,501,5
"7063",857,28,5
"7064",245,579,4
"7065",399,220,2
"7066",2390,14,2
"7067",1901,692,2
"7068",2264,135,5
"7069",1220,413,5
"7070",1452,26,4
"7071",2753,103,4
"7072",252,509,5
"7073",32,569,4
"7074",732,431,5
"7075",648,587,3
"7076",2967,6,5
"7077",2356,839,5
"7078",301,323,4
"7079",1062,888,5
"7080",980,569,5
"7081",1050,565,5
"7082",2615,166,5
"7083",1573,420,3
"7084",108,146,5
"7085",826,7,4
"7086",1889,252,5
"7087",1145,431,5
"7088",854,496,5
"7089",1435,565,3
"7090",1544,388,5
"7091",2507,175,4
"7092",2574,776,5
"7093",1911,353,5
"7094",1199,329,4
"7095",593,729,5
"7096",2256,549,5
"7097",2229,38,4
"7098",2922,903,5
"7099",1154,175,3
"7100",2574,210,5
"7101",1124,85,4
"7102",1793,242,4
"7103",472,67,4
"7104",1609,223,5
"7105",220,633,4
"7106",2103,876,4
"7107",2585,598,5
"7108",1706,929,5
"7109",1135,367,5
"7110",1509,469,5
"7111",2699,129,5
"7112",1135,14,5
"7113",697,211,5
"7114",1018,249,5
"7115",688,411,5
"7116",1365,540,5
"7117",1539,222,5
"7118",1847,342,4
"7119",948,381,5
"7120",2223,376,4
"7121",979,81,5
"7122",2920,203,5
"7123",1245,946,5
"7124",687,284,4
"7125",1633,697,5
"7126",2841,149,2
"7127",2532,8,3
"7128",2267,356,1
"7129",64,96,3
"7130",508,50,4
"7131",2986,236,5
"7132",2407,21,5
"7133",1844,281,3
"7134",2589,805,5
"7135",1994,54,4
"7136",659,886,4
"7137",1279,969,3
"7138",864,236,5
"7139",1870,254,5
"7140",610,230,5
"7141",2859,428,5
"7142",1281,769,5
"7143",2058,540,4
"7144",214,682,4
"7145",2229,165,5
"7146",1962,18,3
"7147",1477,321,5
"7148",2186,1,3
"7149",249,55,5
"7150",100,275,5
"7151",327,609,4
"7152",2345,261,4
"7153",601,408,4
"7154",30,513,5
"7155",1329,727,5
"7156",2651,849,3
"7157",2468,258,5
"7158",1462,48,4
"7159",437,328,5
"7160",714,201,5
"7161",1763,767,5
"7162",312,146,5
"7163",852,474,4
"7164",96,106,5
"7165",2361,109,5
"7166",340,18,5
"7167",121,625,3
"7168",590,691,5
"7169",1175,437,5
"7170",739,398,4
"7171",1366,388,4
"7172",1507,787,3
"7173",1280,66,5
"7174",377,546,5
"7175",819,633,5
"7176",1064,862,4
"7177",35,275,4
"7178",2780,327,3
"7179",26,38,5
"7180",1058,151,5
"7181",1874,474,3
"7182",778,152,5
"7183",2217,340,3
"7184",2253,39,4
"7185",521,341,5
"7186",1917,114,5
"7187",1231,880,5
"7188",1459,164,4
"7189",1865,282,5
"7190",1116,430,2
"7191",2997,193,5
"7192",284,281,5
"7193",115,340,3
"7194",2707,828,5
"7195",540,261,5
"7196",135,842,5
"7197",2094,173,4
"7198",2450,563,4
"7199",1620,332,5
"7200",736,6,4
"7201",2256,253,5
"7202",1182,470,5
"7203",1112,1,5
"7204",1585,120,5
"7205",2716,141,5
"7206",2204,930,5
"7207",1069,108,4
"7208",2312,325,5
"7209",2649,146,5
"7210",2292,450,4
"7211",932,518,5
"7212",1884,45,5
"7213",976,139,4
"7214",268,45,4
"7215",220,569,4
"7216",52,12,5
"7217",2721,21,4
"7218",509,978,5
"7219",2123,892,5
"7220",2633,169,5
"7221",594,830,3
"7222",729,113,2
"7223",1479,691,5
"7224",2776,396,5
"7225",93,285,3
"7226",627,116,4
"7227",1118,592,5
"7228",327,422,5
"7229",145,116,5
"7230",2953,431,4
"7231",1458,609,4
"7232",2389,413,4
"7233",2682,791,5
"7234",1759,22,5
"7235",2864,664,5
"7236",1188,194,5
"7237",2295,880,5
"7238",1460,80,4
"7239",2928,323,5
"7240",214,570,4
"7241",1207,189,3
"7242",94,517,5
"7243",940,944,3
"7244",2088,664,5
"7245",172,692,5
"7246",2476,159,4
"7247",708,18,4
"7248",2682,462,5
"7249",2664,263,4
"7250",1875,884,4
"7251",215,219,3
"7252",2401,184,4
"7253",1672,850,5
"7254",2527,494,4
"7255",1620,15,4
"7256",2283,76,5
"7257",570,237,3
"7258",410,520,5
"7259",1298,569,5
"7260",1585,531,2
"7261",2822,314,2
"7262",2244,187,5
"7263",2465,52,3
"7264",1662,995,5
"7265",507,748,4
"7266",2409,54,5
"7267",2511,685,4
"7268",1062,58,5
"7269",943,88,4
"7270",438,682,4
"7271",1985,369,1
"7272",2308,36,5
"7273",2390,727,5
"7274",1190,507,5
"7275",1071,124,5
"7276",2026,594,4
"7277",1997,326,2
"7278",2215,732,5
"7279",626,614,5
"7280",2990,589,4
"7281",1278,1,5
"7282",2393,143,3
"7283",2365,118,3
"7284",1554,732,3
"7285",1350,192,3
"7286",1264,979,5
"7287",2443,593,4
"7288",2729,791,5
"7289",2151,99,3
"7290",204,58,4
"7291",2326,11,5
"7292",1357,321,5
"7293",1830,99,5
"7294",389,32,5
"7295",384,717,5
"7296",728,94,5
"7297",1221,501,5
"7298",2572,97,3
"7299",1324,152,5
"7300",2327,468,5
"7301",13,829,5
"7302",2918,360,4
"7303",663,937,4
"7304",957,3,5
"7305",1636,44,5
"7306",1151,39,4
"7307",159,372,4
"7308",1627,998,4
"7309",1788,118,4
"7310",2498,339,4
"7311",847,592,4
"7312",1087,6,5
"7313",2032,38,4
"7314",2869,840,3
"7315",2444,511,5
"7316",2619,347,2
"7317",1238,697,5
"7318",472,903,5
"7319",445,68,5
"7320",786,598,4
"7321",2180,2,5
"7322",2021,24,4
"7323",2482,989,5
"7324",1328,837,4
"7325",1167,501,4
"7326",385,132,5
"7327",2181,520,5
"7328",2344,4,3
"7329",1289,532,5
"7330",2376,211,3
"7331",2971,160,4
"7332",419,835,3
"7333",2202,132,5
"7334",25,18,3
"7335",1961,292,5
"7336",2131,691,4
"7337",1847,67,5
"7338",1029,76,4
"7339",2797,271,4
"7340",2171,149,3
"7341",1475,415,4
"7342",205,141,3
"7343",1130,58,4
"7344",267,655,4
"7345",2879,473,4
"7346",49,44,3
"7347",291,422,5
"7348",31,336,5
"7349",479,520,4
"7350",2170,28,5
"7351",1327,256,3
"7352",2984,106,5
"7353",2454,282,4
"7354",2321,592,4
"7355",2654,394,5
"7356",1150,186,5
"7357",127,38,4
"7358",609,953,4
"7359",114,906,5
"7360",2661,479,5
"7361",116,23,5
"7362",2158,152,4
"7363",2501,691,5
"7364",778,50,2
"7365",172,109,3
"7366",121,149,4
"7367",2256,561,5
"7368",2147,164,5
"7369",786,438,5
"7370",348,505,5
"7371",28,91,3
"7372",2978,27,5
"7373",622,128,4
"7374",896,94,5
"7375",2489,388,5
"7376",657,452,4
"7377",400,579,4
"7378",668,94,5
"7379",2512,635,2
"7380",735,504,5
"7381",777,89,5
"7382",1132,88,5
"7383",548,14,5
"7384",1994,12,5
"7385",907,876,5
"7386",1761,521,5
"7387",2301,664,5
"7388",908,240,5
"7389",1319,452,4
"7390",2964,68,5
"7391",2022,24,4
"7392",2610,835,5
"7393",2580,173,5
"7394",220,14,4
"7395",1570,493,5
"7396",301,698,3
"7397",1655,685,5
"7398",721,218,5
"7399",702,174,3
"7400",1024,56,5
"7401",811,563,3
"7402",2991,27,5
"7403",1903,462,4
"7404",274,280,5
"7405",2242,565,3
"7406",1072,28,4
"7407",2069,332,4
"7408",1302,523,4
"7409",651,880,5
"7410",922,293,4
"7411",1668,284,5
"7412",1886,1,5
"7413",985,269,5
"7414",1749,335,5
"7415",2840,896,3
"7416",2052,51,5
"7417",1509,270,5
"7418",2325,507,4
"7419",966,851,5
"7420",98,45,5
"7421",209,910,5
"7422",2804,1,5
"7423",1140,14,5
"7424",990,157,5
"7425",1029,218,5
"7426",263,717,5
"7427",2718,474,5
"7428",1874,28,5
"7429",2947,588,4
"7430",2271,382,4
"7431",1607,242,3
"7432",231,697,5
"7433",1831,22,3
"7434",2892,248,4
"7435",2795,13,5
"7436",2589,26,5
"7437",1676,565,5
"7438",1965,2,4
"7439",1507,802,5
"7440",650,507,5
"7441",1435,479,3
"7442",626,347,4
"7443",878,76,5
"7444",1276,565,5
"7445",923,171,5
"7446",1007,74,5
"7447",1971,22,5
"7448",405,449,5
"7449",1082,791,5
"7450",2361,89,5
"7451",2224,170,4
"7452",211,165,5
"7453",97,785,2
"7454",2453,124,4
"7455",1739,242,3
"7456",1865,717,5
"7457",2395,723,4
"7458",218,68,5
"7459",1637,212,5
"7460",215,304,5
"7461",1150,932,5
"7462",410,6,5
"7463",604,415,4
"7464",2956,36,5
"7465",71,3,4
"7466",890,106,5
"7467",2597,944,5
"7468",822,382,5
"7469",1262,70,3
"7470",767,846,5
"7471",2183,369,4
"7472",420,277,4
"7473",261,591,5
"7474",1201,91,3
"7475",370,963,1
"7476",1535,164,5
"7477",2986,995,5
"7478",2698,10,4
"7479",1094,66,5
"7480",2848,623,5
"7481",1954,362,5
"7482",1039,769,4
"7483",2001,785,5
"7484",288,100,3
"7485",2992,44,1
"7486",594,646,3
"7487",1118,132,5
"7488",2987,286,3
"7489",1775,438,4
"7490",1006,983,3
"7491",619,297,4
"7492",2835,534,5
"7493",1063,12,1
"7494",2695,901,2
"7495",1809,540,4
"7496",1698,184,4
"7497",2289,692,5
"7498",326,55,2
"7499",1960,66,5
"7500",1208,33,5
"7501",1326,89,5
"7502",1655,184,5
"7503",2214,372,5
"7504",2024,161,5
"7505",2553,102,5
"7506",2582,576,4
"7507",2849,413,5
"7508",2555,28,5
"7509",434,764,5
"7510",2428,658,5
"7511",1839,600,5
"7512",2568,480,5
"7513",2704,194,5
"7514",1128,279,4
"7515",2111,23,5
"7516",698,57,3
"7517",1586,152,5
"7518",861,734,5
"7519",776,284,5
"7520",554,128,5
"7521",2952,716,4
"7522",1627,282,5
"7523",977,493,4
"7524",52,326,5
"7525",2701,865,5
"7526",2137,212,5
"7527",529,91,4
"7528",1180,840,4
"7529",608,96,5
"7530",756,460,5
"7531",62,108,5
"7532",1849,203,5
"7533",719,120,5
"7534",37,339,4
"7535",1144,89,5
"7536",2291,688,3
"7537",2225,842,5
"7538",2359,464,5
"7539",2365,80,3
"7540",1259,218,5
"7541",2855,218,5
"7542",2959,368,5
"7543",1622,24,5
"7544",457,134,4
"7545",2848,82,5
"7546",2790,661,3
"7547",168,542,5
"7548",476,114,4
"7549",49,5,5
"7550",1614,251,5
"7551",1921,13,5
"7552",2939,23,5
"7553",764,101,1
"7554",1263,676,5
"7555",1298,28,5
"7556",484,469,5
"7557",1790,6,5
"7558",502,168,5
"7559",884,678,5
"7560",1423,45,5
"7561",508,55,5
"7562",613,284,5
"7563",2843,222,5
"7564",2760,99,4
"7565",331,3,5
"7566",916,643,4
"7567",221,95,5
"7568",2674,428,5
"7569",2080,173,3
"7570",1550,840,2
"7571",120,407,5
"7572",220,95,3
"7573",1413,677,4
"7574",2758,594,5
"7575",1584,998,4
"7576",2590,74,2
"7577",285,271,4
"7578",2241,525,4
"7579",2933,140,5
"7580",2516,325,3
"7581",1795,25,5
"7582",614,339,3
"7583",1328,263,4
"7584",1574,9,5
"7585",1485,257,4
"7586",625,673,5
"7587",2467,57,4
"7588",2609,673,2
"7589",1987,438,5
"7590",968,920,4
"7591",729,154,4
"7592",386,207,4
"7593",1295,115,5
"7594",308,80,5
"7595",1565,52,2
"7596",876,419,3
"7597",1918,7,2
"7598",1986,301,5
"7599",866,936,4
"7600",794,100,5
"7601",1658,764,5
"7602",786,13,4
"7603",2837,869,2
"7604",1220,540,4
"7605",1582,42,4
"7606",1469,717,5
"7607",1116,112,2
"7608",682,86,2
"7609",2073,353,4
"7610",761,241,2
"7611",2879,814,5
"7612",1462,709,5
"7613",2991,254,5
"7614",1652,596,5
"7615",607,739,5
"7616",709,125,5
"7617",2979,871,3
"7618",1790,35,5
"7619",580,20,4
"7620",1970,846,5
"7621",303,67,5
"7622",720,738,5
"7623",1323,25,4
"7624",1543,120,5
"7625",1987,82,5
"7626",1854,382,5
"7627",1797,880,3
"7628",1483,24,3
"7629",1282,255,3
"7630",2907,124,5
"7631",1316,82,5
"7632",1433,531,4
"7633",1102,541,5
"7634",2902,388,5
"7635",304,433,5
"7636",217,7,5
"7637",1147,537,2
"7638",2915,234,5
"7639",2662,384,5
"7640",384,438,5
"7641",847,26,4
"7642",489,218,3
"7643",1441,698,5
"7644",2635,989,5
"7645",1761,328,5
"7646",1181,27,5
"7647",1344,173,1
"7648",1924,30,4
"7649",2785,833,5
"7650",2836,850,3
"7651",2850,67,5
"7652",216,132,5
"7653",417,960,5
"7654",783,28,5
"7655",351,212,5
"7656",1164,83,5
"7657",1976,132,3
"7658",1033,89,5
"7659",1230,390,5
"7660",2110,425,5
"7661",1775,542,4
"7662",565,141,5
"7663",2779,717,5
"7664",375,944,5
"7665",1217,513,5
"7666",1507,686,1
"7667",874,318,4
"7668",1279,751,5
"7669",1884,268,4
"7670",1284,844,4
"7671",369,466,5
"7672",802,18,5
"7673",395,39,5
"7674",1834,397,5
"7675",2966,223,5
"7676",1360,469,5
"7677",110,688,3
"7678",2863,223,4
"7679",2743,4,5
"7680",2049,86,3
"7681",260,449,5
"7682",8,44,5
"7683",315,251,5
"7684",11,689,5
"7685",1213,523,4
"7686",1009,21,4
"7687",1613,441,4
"7688",2842,152,1
"7689",1350,814,4
"7690",989,368,5
"7691",996,933,5
"7692",2853,173,4
"7693",2158,213,5
"7694",1049,36,5
"7695",2093,248,2
"7696",590,791,4
"7697",1273,328,4
"7698",1240,774,4
"7699",1652,820,5
"7700",2890,39,5
"7701",1961,11,5
"7702",2766,570,5
"7703",164,594,5
"7704",1556,419,5
"7705",1216,563,4
"7706",2073,628,5
"7707",666,633,5
"7708",448,329,5
"7709",1973,517,5
"7710",2736,515,5
"7711",2761,166,4
"7712",595,910,5
"7713",2610,880,1
"7714",2435,139,4
"7715",1081,14,4
"7716",1242,995,5
"7717",1616,10,3
"7718",1593,45,4
"7719",1348,877,4
"7720",2872,422,5
"7721",2995,230,1
"7722",400,288,5
"7723",2031,978,5
"7724",2424,398,3
"7725",1080,29,5
"7726",1495,531,5
"7727",1959,87,5
"7728",1421,531,5
"7729",72,72,4
"7730",2200,894,3
"7731",2164,443,5
"7732",1831,24,3
"7733",767,413,4
"7734",938,871,4
"7735",1426,108,5
"7736",2433,635,4
"7737",2680,46,5
"7738",810,682,5
"7739",217,362,5
"7740",2572,252,5
"7741",968,118,4
"7742",2800,413,4
"7743",632,130,5
"7744",2465,2,5
"7745",2202,692,5
"7746",520,476,4
"7747",2700,866,5
"7748",2812,538,5
"7749",221,978,5
"7750",787,8,5
"7751",591,86,4
"7752",2547,340,4
"7753",2413,727,5
"7754",1627,261,5
"7755",1483,464,3
"7756",833,385,4
"7757",1645,479,5
"7758",1273,159,4
"7759",2656,866,4
"7760",625,662,5
"7761",1457,1,5
"7762",531,728,5
"7763",968,789,5
"7764",1662,8,5
"7765",1195,360,5
"7766",2177,4,5
"7767",2685,140,5
"7768",2843,325,5
"7769",638,625,5
"7770",425,151,3
"7771",133,56,5
"7772",2784,839,5
"7773",2716,362,5
"7774",1335,82,5
"7775",2072,944,5
"7776",2339,913,5
"7777",1765,257,5
"7778",473,384,5
"7779",2847,25,4
"7780",264,132,3
"7781",695,840,3
"7782",1431,20,4
"7783",1003,687,5
"7784",2064,33,4
"7785",1255,89,5
"7786",620,378,4
"7787",1094,828,4
"7788",273,124,5
"7789",2903,356,4
"7790",1168,888,4
"7791",2227,466,5
"7792",2926,518,5
"7793",1146,609,5
"7794",1307,735,5
"7795",1447,462,3
"7796",2021,10,5
"7797",2771,24,5
"7798",2222,395,4
"7799",1243,589,4
"7800",710,547,5
"7801",2630,325,5
"7802",1520,168,5
"7803",2173,76,5
"7804",1046,1,3
"7805",855,419,5
"7806",2540,367,5
"7807",2585,1,1
"7808",2502,10,5
"7809",2573,657,4
"7810",1133,114,4
"7811",169,88,5
"7812",2552,14,5
"7813",1249,211,4
"7814",1167,350,4
"7815",713,635,1
"7816",2983,243,5
"7817",1145,39,5
"7818",354,285,5
"7819",2945,388,5
"7820",1485,896,3
"7821",1372,514,4
"7822",1599,431,3
"7823",156,239,4
"7824",1071,339,4
"7825",1387,520,4
"7826",1212,42,4
"7827",1893,125,5
"7828",1023,329,5
"7829",2256,96,5
"7830",1026,808,1
"7831",374,3,5
"7832",1360,832,5
"7833",2634,160,5
"7834",1647,210,5
"7835",1509,391,5
"7836",2384,11,3
"7837",181,682,4
"7838",1028,396,4
"7839",1328,353,4
"7840",1095,223,4
"7841",2062,54,5
"7842",2443,847,5
"7843",266,894,5
"7844",2182,842,5
"7845",2840,788,4
"7846",2714,664,3
"7847",2408,103,5
"7848",2953,245,3
"7849",1571,249,5
"7850",212,675,4
"7851",1552,830,5
"7852",535,253,4
"7853",360,776,5
"7854",666,30,5
"7855",2946,35,5
"7856",1017,68,5
"7857",963,249,5
"7858",1264,4,4
"7859",2840,101,2
"7860",2181,125,4
"7861",1448,717,5
"7862",1963,406,3
"7863",2494,372,4
"7864",857,25,5
"7865",122,161,4
"7866",2639,899,4
"7867",1778,273,4
"7868",471,640,5
"7869",2332,102,5
"7870",235,410,3
"7871",1363,592,5
"7872",212,72,4
"7873",2198,6,5
"7874",759,504,5
"7875",2689,268,4
"7876",1193,983,2
"7877",2955,293,4
"7878",2882,903,4
"7879",512,960,4
"7880",1873,193,4
"7881",1107,748,3
"7882",6,263,5
"7883",249,727,5
"7884",2686,407,4
"7885",2420,2,5
"7886",130,159,5
"7887",695,139,3
"7888",2168,591,4
"7889",1042,849,5
"7890",1400,691,5
"7891",2425,756,4
"7892",846,262,4
"7893",2072,717,5
"7894",1406,250,2
"7895",2486,78,3
"7896",137,249,5
"7897",2934,15,2
"7898",828,82,5
"7899",1268,360,3
"7900",897,30,5
"7901",1161,878,5
"7902",1498,239,5
"7903",376,108,4
"7904",9,939,5
"7905",971,236,2
"7906",360,947,5
"7907",101,978,4
"7908",1599,15,3
"7909",410,45,5
"7910",1205,673,4
"7911",524,5,5
"7912",1624,229,4
"7913",2170,362,5
"7914",2090,431,4
"7915",540,426,5
"7916",1437,29,5
"7917",2616,288,5
"7918",1563,367,5
"7919",1660,563,5
"7920",1954,210,4
"7921",1108,81,5
"7922",519,218,5
"7923",366,821,5
"7924",2283,82,5
"7925",78,4,4
"7926",1360,947,5
"7927",616,420,4
"7928",176,901,4
"7929",1004,646,5
"7930",2313,122,4
"7931",494,625,5
"7932",1761,129,5
"7933",2841,657,3
"7934",2390,923,3
"7935",914,9,5
"7936",874,4,5
"7937",472,699,2
"7938",24,286,4
"7939",1258,250,5
"7940",2794,125,4
"7941",738,840,4
"7942",557,28,5
"7943",737,865,5
"7944",1115,103,4
"7945",1130,74,5
"7946",1377,764,5
"7947",2137,413,5
"7948",91,45,5
"7949",982,759,4
"7950",2211,150,5
"7951",626,78,2
"7952",1925,26,5
"7953",2220,518,5
"7954",1485,250,5
"7955",2628,443,5
"7956",1034,936,5
"7957",7,2,5
"7958",1033,72,4
"7959",1920,42,4
"7960",108,170,5
"7961",743,412,5
"7962",784,54,5
"7963",386,646,3
"7964",2080,903,5
"7965",976,594,4
"7966",2584,524,4
"7967",1038,675,5
"7968",2609,953,4
"7969",2946,20,4
"7970",199,86,5
"7971",425,72,5
"7972",797,254,3
"7973",2737,39,5
"7974",650,555,4
"7975",715,288,5
"7976",1760,159,4
"7977",130,201,5
"7978",465,605,4
"7979",2105,5,5
"7980",1937,595,3
"7981",431,95,4
"7982",1489,72,3
"7983",550,900,5
"7984",1732,325,4
"7985",1304,951,5
"7986",2423,48,4
"7987",777,548,5
"7988",1388,39,5
"7989",532,524,4
"7990",2380,96,5
"7991",2609,109,3
"7992",1801,593,4
"7993",1178,133,3
"7994",2794,15,4
"7995",1498,21,4
"7996",1998,344,5
"7997",1363,118,5
"7998",1141,170,2
"7999",1482,152,4
"8000",74,438,5
"8001",2560,27,5
"8002",2196,526,5
"8003",2495,656,5
"8004",2518,1,4
"8005",2274,194,5
"8006",2131,288,5
"8007",1810,359,4
"8008",2155,68,5
"8009",694,19,5
"8010",1122,323,4
"8011",1353,207,4
"8012",2532,937,4
"8013",28,139,4
"8014",697,243,5
"8015",2261,983,3
"8016",74,661,4
"8017",1739,87,5
"8018",628,152,4
"8019",2314,951,3
"8020",727,880,5
"8021",201,21,3
"8022",2562,330,5
"8023",1130,365,5
"8024",897,82,5
"8025",2776,86,4
"8026",1417,769,5
"8027",2092,133,5
"8028",1839,138,5
"8029",978,168,5
"8030",1854,222,4
"8031",1870,39,5
"8032",2269,39,5
"8033",2900,207,4
"8034",1169,341,4
"8035",2994,466,5
"8036",2553,2,4
"8037",3,515,4
"8038",529,301,5
"8039",2136,703,3
"8040",2415,664,1
"8041",1327,49,5
"8042",1937,204,4
"8043",1621,25,3
"8044",2730,640,3
"8045",44,640,4
"8046",2359,565,5
"8047",1370,255,5
"8048",266,805,4
"8049",2567,438,5
"8050",412,365,5
"8051",2278,769,4
"8052",430,469,4
"8053",410,903,5
"8054",219,494,5
"8055",2234,866,5
"8056",2761,431,3
"8057",917,729,3
"8058",1056,84,1
"8059",1739,682,5
"8060",160,279,2
"8061",2202,894,5
"8062",578,44,5
"8063",1766,625,5
"8064",758,829,4
"8065",2867,715,5
"8066",2858,769,5
"8067",1703,391,3
"8068",1037,368,5
"8069",1630,33,5
"8070",76,406,5
"8071",2372,35,5
"8072",294,691,5
"8073",2087,67,5
"8074",2880,361,4
"8075",247,42,5
"8076",1019,999,4
"8077",1058,80,4
"8078",2566,252,5
"8079",2419,741,2
"8080",1149,26,3
"8081",1959,22,5
"8082",2859,28,5
"8083",574,44,5
"8084",2775,917,3
"8085",115,808,4
"8086",1251,778,3
"8087",1273,339,4
"8088",2603,110,3
"8089",1633,1,5
"8090",2573,413,4
"8091",528,384,5
"8092",2622,5,5
"8093",2614,163,4
"8094",2484,199,1
"8095",771,248,5
"8096",800,47,5
"8097",2480,863,5
"8098",536,106,5
"8099",2309,18,5
"8100",1665,301,4
"8101",1941,14,5
"8102",836,12,5
"8103",2430,4,4
"8104",1507,324,3
"8105",1640,139,5
"8106",2427,523,5
"8107",2544,89,5
"8108",1668,593,3
"8109",1278,175,5
"8110",736,588,5
"8111",728,413,5
"8112",1495,836,5
"8113",1059,39,5
"8114",172,20,3
"8115",2675,582,4
"8116",1863,35,5
"8117",849,572,5
"8118",2312,592,5
"8119",2170,32,4
"8120",152,39,5
"8121",2424,87,1
"8122",1107,661,5
"8123",93,1,5
"8124",120,421,5
"8125",135,377,5
"8126",2077,1,4
"8127",2608,337,5
"8128",2368,727,5
"8129",119,441,5
"8130",1917,42,4
"8131",341,335,4
"8132",399,488,4
"8133",2488,135,5
"8134",35,35,3
"8135",2243,727,5
"8136",374,39,4
"8137",1767,212,5
"8138",238,576,3
"8139",1769,175,4
"8140",1674,252,5
"8141",2395,211,5
"8142",563,21,5
"8143",2902,548,5
"8144",787,38,5
"8145",2428,835,4
"8146",2555,421,5
"8147",1528,485,5
"8148",1814,54,5
"8149",1079,113,5
"8150",1279,936,3
"8151",2126,36,5
"8152",111,871,3
"8153",2840,382,3
"8154",2390,593,3
"8155",2310,693,5
"8156",2639,500,5
"8157",1795,249,4
"8158",1502,45,5
"8159",1908,80,3
"8160",1127,29,5
"8161",1817,15,3
"8162",2494,174,4
"8163",1427,588,4
"8164",2750,71,5
"8165",1856,2,5
"8166",670,110,4
"8167",2327,86,5
"8168",2224,158,2
"8169",362,388,4
"8170",938,773,3
"8171",811,836,4
"8172",729,81,4
"8173",2558,223,5
"8174",1554,441,5
"8175",2592,990,4
"8176",1242,402,4
"8177",791,237,4
"8178",495,140,4
"8179",9,161,5
"8180",324,173,4
"8181",2503,305,5
"8182",2182,468,4
"8183",2202,68,4
"8184",1313,155,4
"8185",1311,630,3
"8186",1316,23,4
"8187",1442,288,5
"8188",2664,365,4
"8189",451,651,5
"8190",1622,722,4
"8191",128,923,4
"8192",2261,253,3
"8193",1015,805,5
"8194",2772,2,4
"8195",2323,273,5
"8196",264,3,3
"8197",278,759,3
"8198",651,514,5
"8199",590,951,5
"8200",2852,76,5
"8201",2514,562,3
"8202",2590,675,5
"8203",2430,6,5
"8204",2042,54,5
"8205",1021,242,5
"8206",1146,50,5
"8207",1674,243,4
"8208",465,451,2
"8209",2001,593,5
"8210",884,989,1
"8211",242,674,5
"8212",1421,828,5
"8213",441,149,5
"8214",2441,755,5
"8215",762,739,4
"8216",1929,290,5
"8217",932,862,5
"8218",59,331,4
"8219",2293,248,5
"8220",1446,397,5
"8221",926,212,3
"8222",1043,88,3
"8223",2905,344,5
"8224",1007,550,5
