"","X1_train","X2_train","Y_train"
"2676",1452,174,5
"2677",2272,432,5
"2678",561,604,5
"2679",1689,122,5
"2680",1890,36,5
"2681",886,937,5
"2682",1837,777,5
"2683",710,929,5
"2684",1664,816,4
"2685",281,238,5
"2686",2553,227,5
"2687",2595,80,5
"2688",690,7,5
"2689",539,248,5
"2690",946,51,4
"2691",1539,935,5
"2692",2204,331,5
"2693",2119,281,5
"2694",1821,24,5
"2695",1934,73,5
"2696",1561,550,5
"2697",1302,499,5
"2698",191,157,5
"2699",1715,602,5
"2700",1732,273,3
"2701",2721,5,4
"2702",1020,80,5
"2703",2861,348,5
"2704",2408,349,5
"2705",2597,756,5
"2706",1408,378,4
"2707",2991,236,5
"2708",1461,71,5
"2709",1432,275,5
"2710",1686,4,5
"2711",1399,471,4
"2712",774,741,5
"2713",1477,914,5
"2714",62,604,5
"2715",644,686,5
"2716",1113,559,5
"2717",531,746,5
"2718",2141,411,3
"2719",1382,7,1
"2720",311,705,5
"2721",634,255,4
"2722",636,133,5
"2723",2303,133,5
"2724",2759,432,5
"2725",2573,157,5
"2726",2550,952,5
"2727",1687,68,5
"2728",2862,701,5
"2729",1785,11,5
"2730",623,137,5
"2731",868,124,5
"2732",1239,363,5
"2733",2415,750,5
"2734",213,225,5
"2735",2577,46,1
"2736",1298,358,3
"2737",558,548,5
"2738",2815,99,5
"2739",418,645,5
"2740",93,966,5
"2741",1050,214,5
"2742",208,846,1
"2743",1938,133,5
"2744",62,573,5
"2745",1232,352,5
"2746",814,750,5
"2747",1354,335,5
"2748",782,587,5
"2749",433,946,4
"2750",2987,976,5
"2751",2304,281,5
"2752",986,854,5
"2753",1553,157,5
"2754",2051,934,5
"2755",2047,18,5
"2756",173,98,5
"2757",196,55,5
"2758",1718,350,5
"2759",1080,532,5
"2760",2922,176,5
"2761",2538,3,5
"2762",2488,266,5
"2763",2295,850,4
"2764",2385,500,5
"2765",429,40,4
"2766",2260,5,5
"2767",21,283,5
"2768",415,538,5
"2769",2603,179,5
"2770",2550,612,5
"2771",269,40,4
"2772",2732,616,5
"2773",1511,558,4
"2774",2500,266,5
"2775",2879,914,1
"2776",2521,254,5
"2777",2739,189,5
"2778",2440,390,5
"2779",237,80,5
"2780",2147,95,3
"2781",2536,470,1
"2782",1539,23,5
"2783",1382,355,1
"2784",716,10,5
"2785",2056,25,5
"2786",1680,236,5
"2787",2097,220,5
"2788",2479,182,5
"2789",688,432,5
"2790",1515,253,5
"2791",1515,19,5
"2792",1137,108,5
"2793",1000,10,5
"2794",1557,444,4
"2795",2854,530,5
"2796",2235,183,5
"2797",2596,19,5
"2798",982,817,5
"2799",2009,166,5
"2800",2316,160,4
"2801",1099,110,5
"2802",381,59,4
"2803",2582,931,5
"2804",2094,343,5
"2805",91,157,4
"2806",245,69,4
"2807",121,283,5
"2808",2296,390,3
"2809",1997,754,5
"2810",2471,783,5
"2811",921,7,5
"2812",602,5,5
"2813",998,344,4
"2814",2719,445,5
"2815",2346,140,5
"2816",2051,227,5
"2817",1166,133,3
"2818",588,133,4
"2819",783,696,5
"2820",247,25,4
"2821",2848,781,4
"2822",1153,135,5
"2823",1421,369,5
"2824",1952,237,5
"2825",2918,372,4
"2826",347,801,5
"2827",903,767,5
"2828",577,234,4
"2829",1918,294,5
"2830",1561,837,5
"2831",2285,545,5
"2832",1081,16,2
"2833",1211,312,3
"2834",2542,319,5
"2835",2163,925,4
"2836",780,177,1
"2837",488,383,5
"2838",1133,549,5
"2839",1662,183,4
"2840",2310,560,5
"2841",1847,234,5
"2842",2966,43,5
"2843",828,312,5
"2844",2184,211,5
"2845",1439,25,5
"2846",1194,297,1
"2847",1810,396,4
"2848",1268,164,5
"2849",679,314,5
"2850",2207,640,5
"2851",167,776,5
"2852",2555,2,5
"2853",2410,341,5
"2854",1662,593,5
"2855",2305,171,5
"2856",1189,466,5
"2857",412,3,3
"2858",499,133,1
"2859",1642,926,3
"2860",1099,541,5
"2861",682,549,4
"2862",626,236,5
"2863",2653,6,5
"2864",2509,153,5
"2865",1928,5,5
"2866",349,389,5
"2867",876,334,5
"2868",2447,361,1
"2869",1099,571,2
"2870",1343,696,5
"2871",1935,784,4
"2872",2793,232,5
"2873",776,744,5
"2874",733,199,5
"2875",320,281,5
"2876",479,445,5
"2877",2556,744,5
"2878",2011,16,4
"2879",1299,796,5
"2880",2740,23,5
"2881",1105,363,5
"2882",1761,47,5
"2883",2181,281,5
"2884",1483,167,5
"2885",1159,369,5
"2886",2609,456,4
"2887",1792,9,5
"2888",1285,281,5
"2889",2801,344,5
"2890",674,211,1
"2891",179,254,5
"2892",2033,410,5
"2893",2856,915,5
"2894",2663,696,5
"2895",523,366,5
"2896",1608,124,5
"2897",1853,909,5
"2898",1892,965,5
"2899",1849,35,5
"2900",1237,236,5
"2901",92,2,4
"2902",20,179,2
"2903",2458,641,4
"2904",2978,488,5
"2905",1869,122,5
"2906",2300,36,5
"2907",674,657,5
"2908",1242,103,5
"2909",241,794,5
"2910",1066,96,5
"2911",900,147,4
"2912",2354,435,5
"2913",1394,604,5
"2914",2338,19,5
"2915",98,377,5
"2916",2594,370,5
"2917",218,77,1
"2918",2786,15,5
"2919",2460,789,5
"2920",1550,690,5
"2921",2854,54,4
"2922",891,781,5
"2923",2785,37,5
"2924",2392,227,5
"2925",691,831,5
"2926",617,294,5
"2927",890,412,5
"2928",2643,271,5
"2929",2974,253,5
"2930",2837,733,4
"2931",1109,963,5
"2932",189,604,5
"2933",2692,916,5
"2934",2117,372,5
"2935",633,412,5
"2936",2782,405,5
"2937",676,560,5
"2938",1695,520,5
"2939",2255,635,4
"2940",1431,193,5
"2941",2884,180,5
"2942",2535,369,5
"2943",1076,272,4
"2944",1289,563,5
"2945",2977,123,5
"2946",1032,684,5
"2947",956,394,5
"2948",2454,45,5
"2949",837,248,5
"2950",2548,428,5
"2951",639,253,5
"2952",2242,544,5
"2953",1943,350,4
"2954",1491,52,5
"2955",805,476,5
"2956",765,84,5
"2957",1106,157,5
"2958",1737,241,5
"2959",1737,289,5
"2960",498,230,5
"2961",2967,767,4
"2962",2187,175,5
"2963",326,189,4
"2964",2915,59,5
"2965",2122,253,5
"2966",2377,615,5
"2967",719,388,5
"2968",1739,101,4
"2969",304,309,3
"2970",2521,280,4
"2971",1672,5,5
"2972",122,456,5
"2973",1028,803,5
"2974",654,806,5
"2975",342,23,5
"2976",1290,746,5
"2977",2705,996,4
"2978",2638,761,5
"2979",77,122,5
"2980",1665,752,5
"2981",1542,133,5
"2982",1706,277,5
"2983",1239,976,5
"2984",243,124,5
"2985",1539,175,5
"2986",762,5,5
"2987",1180,638,5
"2988",2187,283,5
"2989",2004,73,5
"2990",1798,854,5
"2991",2245,733,4
"2992",1017,930,5
"2993",2185,350,4
"2994",2694,303,5
"2995",2460,547,5
"2996",1313,936,5
"2997",1033,270,5
"2998",2006,749,3
"2999",304,607,5
"3000",2372,350,5
"3001",1685,344,5
"3002",2016,118,5
"3003",1224,845,5
"3004",589,378,5
"3005",2199,1,5
"3006",1160,522,2
"3007",2536,176,5
"3008",1432,669,3
"3009",2276,515,5
"3010",699,234,5
"3011",2099,140,1
"3012",2805,994,5
"3013",342,624,5
"3014",834,305,5
"3015",2276,159,5
"3016",421,179,5
"3017",371,919,3
"3018",1284,954,4
"3019",332,776,5
"3020",1143,455,4
"3021",2117,52,5
"3022",1658,257,1
"3023",2118,283,5
"3024",364,710,2
"3025",793,558,5
"3026",244,84,5
"3027",1463,25,4
"3028",1302,70,4
"3029",2558,439,4
"3030",1914,102,1
"3031",591,2,4
"3032",665,7,5
"3033",2606,860,5
"3034",2635,163,4
"3035",2496,363,3
"3036",446,639,4
"3037",1703,480,5
"3038",911,737,5
"3039",773,19,3
"3040",1714,506,5
"3041",2130,949,5
"3042",1489,96,4
"3043",1884,802,5
"3044",1898,185,5
"3045",2308,615,4
"3046",2735,459,5
"3047",2687,444,5
"3048",611,174,5
"3049",2026,480,5
"3050",943,409,5
"3051",129,248,5
"3052",933,78,5
"3053",2256,399,5
"3054",398,140,3
"3055",764,525,5
"3056",2906,469,5
"3057",1200,224,4
"3058",1167,414,4
"3059",2714,412,5
"3060",1984,141,1
"3061",1985,259,5
"3062",543,5,5
"3063",2828,547,5
"3064",882,761,5
"3065",2598,129,5
"3066",2979,688,5
"3067",74,577,2
"3068",564,583,5
"3069",73,784,1
"3070",1492,760,3
"3071",233,584,4
"3072",1947,12,3
"3073",2087,210,5
"3074",2628,995,5
"3075",105,350,5
"3076",1610,932,5
"3077",106,783,3
"3078",1661,133,4
"3079",523,30,4
"3080",1773,394,5
"3081",1541,621,5
"3082",91,487,4
"3083",2924,761,4
"3084",2937,551,5
"3085",2644,879,5
"3086",668,794,5
"3087",2326,222,5
"3088",2763,458,5
"3089",998,994,5
"3090",218,5,5
"3091",1330,311,5
"3092",2647,646,1
"3093",290,236,5
"3094",579,214,5
"3095",2709,52,5
"3096",2932,37,5
"3097",2015,43,5
"3098",1464,646,5
"3099",611,919,5
"3100",2806,25,5
"3101",1342,313,2
"3102",423,467,5
"3103",2574,448,5
"3104",985,25,5
"3105",665,19,5
"3106",2052,533,5
"3107",2525,170,5
"3108",1031,5,5
"3109",1788,170,5
"3110",2785,458,5
"3111",2143,378,5
"3112",456,661,2
"3113",117,367,5
"3114",758,266,2
"3115",567,113,5
"3116",1568,2,5
"3117",2819,140,5
"3118",2299,701,5
"3119",1843,285,5
"3120",149,880,5
"3121",16,348,5
"3122",1415,8,1
"3123",2059,389,5
"3124",2367,106,5
"3125",991,776,5
"3126",2915,509,5
"3127",276,350,5
"3128",557,790,5
"3129",1815,554,4
"3130",1311,12,5
"3131",810,254,4
"3132",2229,668,5
"3133",1880,7,4
"3134",1099,269,5
"3135",1554,884,5
"3136",1572,185,4
"3137",2514,314,5
"3138",2766,529,5
"3139",2505,8,5
"3140",2024,350,5
"3141",590,183,5
"3142",1669,452,5
"3143",909,300,5
"3144",1020,823,5
"3145",997,65,5
"3146",412,189,5
"3147",2289,84,5
"3148",668,378,5
"3149",1564,186,5
"3150",2619,3,5
"3151",2017,21,5
"3152",922,219,5
"3153",755,77,5
"3154",2962,73,4
"3155",1778,908,5
"3156",1093,875,5
"3157",409,412,5
"3158",381,847,4
"3159",2911,140,5
"3160",124,282,4
"3161",2987,269,5
"3162",2660,172,5
"3163",670,391,5
"3164",579,78,5
"3165",2560,919,5
"3166",888,742,4
"3167",2304,222,5
"3168",345,294,5
"3169",2644,876,5
"3170",1464,193,5
"3171",1513,123,2
"3172",1466,697,5
"3173",830,844,1
"3174",110,372,5
"3175",96,538,5
"3176",1103,597,5
"3177",721,252,5
"3178",145,601,5
"3179",1082,176,4
"3180",2049,46,4
"3181",459,960,5
"3182",996,4,5
"3183",125,372,5
"3184",2399,123,5
"3185",2968,305,5
"3186",277,412,5
"3187",2117,24,5
"3188",1213,483,3
"3189",2738,763,4
"3190",1120,126,5
"3191",1236,373,5
"3192",574,714,4
"3193",993,232,5
"3194",2443,19,5
"3195",2940,349,5
"3196",1101,458,5
"3197",2840,127,5
"3198",127,157,5
"3199",2812,193,5
"3200",744,325,2
"3201",2616,567,5
"3202",584,756,4
"3203",2169,541,5
"3204",63,271,5
"3205",868,642,5
"3206",1594,813,5
"3207",2765,117,5
"3208",2646,363,5
"3209",684,248,3
"3210",2219,469,5
"3211",821,357,5
"3212",2524,474,5
"3213",2811,968,5
"3214",2569,369,5
"3215",1616,220,5
"3216",2754,65,5
"3217",1707,372,5
"3218",4,21,5
"3219",1262,18,3
"3220",2102,5,5
"3221",2022,270,5
"3222",372,319,5
"3223",2059,629,5
"3224",1431,951,5
"3225",1687,77,5
"3226",1776,491,5
"3227",1346,531,5
"3228",868,522,5
"3229",1160,167,2
"3230",698,696,5
"3231",2151,547,5
"3232",656,284,5
"3233",669,676,5
"3234",97,831,5
"3235",2542,23,5
"3236",2925,214,5
"3237",2191,394,3
"3238",1509,446,5
"3239",56,317,5
"3240",1720,586,2
"3241",1722,987,5
"3242",1946,236,5
"3243",1884,103,5
"3244",746,876,2
"3245",654,266,5
"3246",2273,921,5
"3247",1659,352,4
"3248",1099,547,5
"3249",2325,236,5
"3250",1086,462,4
"3251",275,297,5
"3252",484,36,5
"3253",386,380,2
"3254",1294,185,5
"3255",2777,344,5
"3256",501,23,5
"3257",2108,739,5
"3258",1280,210,5
"3259",1567,105,5
"3260",1689,129,5
"3261",411,363,5
"3262",268,69,5
"3263",1558,289,5
"3264",1181,363,4
"3265",246,147,1
"3266",2721,390,4
"3267",2633,458,5
"3268",543,280,5
"3269",2459,735,5
"3270",333,560,4
"3271",2263,520,5
"3272",715,700,5
"3273",519,157,5
"3274",2507,46,5
"3275",2638,455,5
"3276",1610,36,5
"3277",185,837,4
"3278",744,342,5
"3279",2468,181,5
"3280",1311,370,5
"3281",439,725,5
"3282",792,155,3
"3283",826,657,5
"3284",2475,389,5
"3285",1561,103,5
"3286",2401,506,5
"3287",827,170,5
"3288",1764,763,4
"3289",238,794,5
"3290",1689,80,5
"3291",2939,520,5
"3292",2957,618,5
"3293",1557,474,4
"3294",2163,5,5
"3295",276,73,5
"3296",976,101,5
"3297",1255,607,4
"3298",822,220,5
"3299",387,928,5
"3300",2200,257,4
"3301",2815,588,5
"3302",2034,294,5
"3303",2567,133,5
"3304",1801,321,4
"3305",2640,170,5
"3306",2678,470,5
"3307",2494,242,4
"3308",1619,284,5
"3309",1449,958,5
"3310",92,222,5
"3311",2161,829,5
"3312",1170,52,4
"3313",2964,23,5
"3314",1796,65,4
"3315",597,81,1
"3316",1154,919,5
"3317",2572,890,5
"3318",2787,878,4
"3319",646,668,5
"3320",563,236,4
"3321",1569,350,5
"3322",1321,467,4
"3323",1681,957,5
"3324",1688,80,4
"3325",999,193,5
"3326",767,33,5
"3327",563,879,5
"3328",1545,358,5
"3329",2986,838,3
"3330",2379,52,5
"3331",258,335,4
"3332",1754,311,5
"3333",1995,832,5
"3334",1471,245,5
"3335",1665,612,5
"3336",2970,411,5
"3337",2125,157,5
"3338",1970,417,5
"3339",81,551,4
"3340",1626,646,5
"3341",2689,85,3
"3342",1896,81,5
"3343",1994,98,4
"3344",131,467,5
"3345",2854,188,5
"3346",842,15,5
"3347",1684,591,5
"3348",1129,485,1
"3349",1067,347,4
"3350",707,285,5
"3351",1610,657,4
"3352",1541,532,5
"3353",2507,180,5
"3354",2935,823,5
"3355",1713,686,5
"3356",193,444,4
"3357",322,144,5
"3358",2982,563,5
"3359",186,624,5
"3360",2079,126,5
"3361",2103,959,5
"3362",2317,522,5
"3363",1935,707,5
"3364",582,161,5
"3365",2251,222,3
"3366",1459,458,5
"3367",1702,613,5
"3368",430,266,4
"3369",2287,951,4
"3370",2793,20,4
"3371",226,253,5
"3372",1347,245,5
"3373",250,668,5
"3374",137,71,3
"3375",2657,623,5
"3376",2441,661,5
"3377",1918,133,5
"3378",2416,214,1
"3379",2180,761,5
"3380",1687,925,5
"3381",673,177,1
"3382",1243,16,5
"3383",1485,750,5
"3384",2486,748,1
"3385",807,174,5
"3386",2592,554,3
"3387",1731,106,3
"3388",388,623,4
"3389",2589,926,5
"3390",674,529,5
"3391",1525,432,5
"3392",2757,514,5
"3393",2555,23,5
"3394",1811,127,5
"3395",1160,135,4
"3396",245,12,5
"3397",2404,508,5
"3398",2630,435,5
"3399",2209,837,5
"3400",2420,509,5
"3401",2149,157,5
"3402",1761,72,5
"3403",2963,48,5
"3404",2324,451,4
"3405",2973,42,3
"3406",515,51,2
"3407",187,561,2
"3408",2640,45,5
"3409",156,80,5
"3410",573,517,5
"3411",2682,378,5
"3412",443,80,5
"3413",1138,243,5
"3414",365,890,5
"3415",1909,730,5
"3416",251,501,4
"3417",263,7,5
"3418",446,745,4
"3419",831,369,5
"3420",1492,110,3
"3421",411,467,3
"3422",968,940,5
"3423",2653,679,5
"3424",337,221,5
"3425",1812,157,5
"3426",2906,970,1
"3427",2067,182,5
"3428",2925,964,4
"3429",2592,101,2
"3430",2325,193,5
"3431",2807,23,5
"3432",135,902,5
"3433",2934,212,5
"3434",2965,36,5
"3435",1075,290,5
"3436",1307,103,5
"3437",263,916,5
"3438",2478,644,5
"3439",1579,5,5
"3440",1628,30,5
"3441",2946,105,5
"3442",809,624,1
"3443",2609,688,5
"3444",2786,469,5
"3445",1836,670,3
"3446",2436,383,3
"3447",1172,466,5
"3448",1785,159,5
"3449",1104,64,5
"3450",1649,432,5
"3451",588,761,5
"3452",2828,244,5
"3453",1605,254,5
"3454",587,914,5
"3455",1626,80,5
"3456",1472,508,5
"3457",1767,327,5
"3458",1704,189,3
"3459",726,363,1
"3460",2848,208,5
"3461",601,480,5
"3462",514,803,3
"3463",2686,524,5
"3464",2132,959,5
"3465",2102,73,5
"3466",1917,25,4
"3467",1391,838,5
"3468",1532,402,5
"3469",1304,273,5
"3470",1916,896,2
"3471",1297,618,5
"3472",18,5,4
"3473",2292,360,5
"3474",1585,760,2
"3475",2175,522,5
"3476",1162,536,4
"3477",2350,947,5
"3478",528,999,5
"3479",2243,480,5
"3480",352,73,5
"3481",1329,614,4
"3482",114,919,5
"3483",2755,224,4
"3484",2820,956,3
"3485",253,712,5
"3486",1350,462,5
"3487",1649,133,5
"3488",1479,5,5
"3489",2676,179,4
"3490",2942,36,5
"3491",329,547,5
"3492",2598,189,5
"3493",2599,653,5
"3494",1727,321,4
"3495",328,608,5
"3496",1162,130,4
"3497",2741,124,5
"3498",2082,52,5
"3499",1538,811,5
"3500",1022,561,5
"3501",1614,579,5
"3502",2597,204,5
"3503",534,30,5
"3504",1547,473,5
"3505",1775,554,5
"3506",404,668,5
"3507",385,679,5
"3508",1186,907,1
"3509",1491,449,5
"3510",2615,432,2
"3511",1748,402,5
"3512",493,55,5
"3513",2572,723,3
"3514",1760,699,5
"3515",145,213,1
"3516",214,882,5
"3517",2313,300,1
"3518",120,196,5
"3519",1896,31,4
"3520",1389,790,5
"3521",1472,17,5
"3522",2214,434,1
"3523",868,179,5
"3524",845,551,4
"3525",359,976,5
"3526",556,65,5
"3527",2741,10,4
"3528",1859,45,5
"3529",1258,925,5
"3530",2739,135,5
"3531",851,932,5
"3532",1262,276,5
"3533",1544,511,5
"3534",2146,427,5
"3535",1092,395,2
"3536",952,363,5
"3537",2846,272,5
"3538",1108,761,5
"3539",943,265,1
"3540",2638,236,5
"3541",1017,94,5
"3542",1915,261,4
"3543",1679,181,5
"3544",1192,310,5
"3545",1350,44,5
"3546",366,43,5
"3547",522,44,5
"3548",1256,526,5
"3549",631,283,2
"3550",982,242,5
"3551",1395,103,5
"3552",848,411,5
"3553",2209,697,5
"3554",321,281,5
"3555",956,7,5
"3556",142,268,4
"3557",2858,235,1
"3558",2090,103,5
"3559",510,551,5
"3560",2293,744,5
"3561",1633,123,5
"3562",152,633,3
"3563",2534,80,5
"3564",2120,14,5
"3565",1387,101,4
"3566",531,597,5
"3567",1591,271,5
"3568",1028,175,5
"3569",2429,45,5
"3570",1269,684,5
"3571",583,220,5
"3572",2939,170,5
"3573",2843,329,5
"3574",1207,280,5
"3575",1520,837,1
"3576",299,20,5
"3577",2541,578,5
"3578",1894,623,5
"3579",2412,389,5
"3580",2604,432,5
"3581",2369,761,5
"3582",1140,289,4
"3583",1133,713,5
"3584",169,3,5
"3585",12,136,5
"3586",560,71,4
"3587",2122,445,5
"3588",1694,718,5
"3589",1809,214,5
"3590",73,71,1
"3591",856,108,5
"3592",2706,115,2
"3593",2582,236,5
"3594",2140,2,5
"3595",1586,80,5
"3596",1793,621,5
"3597",366,843,5
"3598",1130,98,5
"3599",2416,47,2
"3600",2290,588,5
"3601",1869,5,5
"3602",850,23,5
"3603",904,185,5
"3604",739,347,4
"3605",2660,689,5
"3606",795,381,4
"3607",1547,363,5
"3608",2182,817,5
"3609",1482,181,3
"3610",2506,844,4
"3611",492,723,3
"3612",629,932,5
"3613",2243,732,5
"3614",833,123,5
"3615",2906,394,5
"3616",1657,228,5
"3617",1952,181,4
"3618",2749,711,5
"3619",296,244,5
"3620",1503,129,5
"3621",2801,605,5
"3622",2550,147,5
"3623",1404,297,5
"3624",536,972,5
"3625",1826,440,2
"3626",2691,681,5
"3627",413,701,5
"3628",1488,211,5
"3629",2718,602,5
"3630",2789,281,5
"3631",2831,440,5
"3632",1316,635,5
"3633",2646,621,5
"3634",1551,44,5
"3635",2906,23,5
"3636",2142,370,3
"3637",1121,808,5
"3638",1500,253,5
"3639",483,269,5
"3640",844,670,5
"3641",220,621,5
"3642",1255,479,4
"3643",718,223,5
"3644",2899,80,5
"3645",356,12,5
"3646",933,347,5
"3647",1409,189,5
"3648",1067,533,3
"3649",656,241,5
"3650",2419,432,5
"3651",153,794,5
"3652",1065,772,4
"3653",2503,879,5
"3654",184,803,5
"3655",2113,561,2
"3656",1687,80,4
"3657",1958,384,2
"3658",713,718,5
"3659",1801,20,5
"3660",2338,552,4
"3661",2927,87,3
"3662",2791,573,3
"3663",494,242,5
"3664",1414,554,4
"3665",829,19,4
"3666",993,242,5
"3667",1340,70,5
"3668",16,253,5
"3669",256,760,1
"3670",1997,530,4
"3671",2266,80,5
"3672",936,547,5
"3673",967,189,5
"3674",2877,469,5
"3675",713,19,5
"3676",2997,31,5
"3677",1673,788,5
"3678",1354,293,5
"3679",1865,936,5
"3680",1844,363,3
"3681",469,3,5
"3682",1879,561,5
"3683",2430,317,5
"3684",1885,181,5
"3685",1516,547,5
"3686",296,246,5
"3687",1736,133,4
"3688",2777,760,5
"3689",2743,511,5
"3690",1891,46,1
"3691",1730,608,5
"3692",2545,558,5
"3693",1988,793,1
"3694",1982,835,5
"3695",1773,780,1
"3696",2052,445,5
"3697",2761,713,1
"3698",1170,270,4
"3699",2306,363,5
"3700",2960,424,5
"3701",1971,681,5
"3702",1904,312,4
"3703",685,176,5
"3704",778,829,5
"3705",647,903,5
"3706",2314,375,4
"3707",2679,390,5
"3708",897,84,5
"3709",129,13,5
"3710",1810,695,3
"3711",547,391,5
"3712",2518,350,5
"3713",2726,74,5
"3714",2735,176,5
"3715",465,885,5
"3716",705,593,5
"3717",2773,529,4
"3718",868,399,5
"3719",1246,80,5
"3720",1832,939,5
"3721",1729,170,5
"3722",1187,452,5
"3723",311,44,4
"3724",2865,5,5
"3725",98,224,5
"3726",2634,363,5
"3727",1324,669,5
"3728",811,369,5
"3729",2059,749,5
"3730",944,767,5
"3731",1980,830,5
"3732",1236,44,5
"3733",1292,838,5
"3734",2760,374,5
"3735",1864,72,5
"3736",1651,813,5
"3737",1394,817,5
"3738",905,139,4
"3739",2780,250,4
"3740",1219,359,5
"3741",2966,666,5
"3742",499,335,5
"3743",2441,11,5
"3744",507,686,4
"3745",1017,530,3
"3746",751,5,5
"3747",194,951,5
"3748",2384,947,4
"3749",2803,206,5
"3750",1226,11,5
"3751",829,220,5
"3752",830,811,3
"3753",438,236,5
"3754",708,30,5
"3755",2136,789,1
"3756",617,697,4
"3757",2066,64,5
"3758",789,52,5
"3759",2949,148,3
"3760",1027,88,5
"3761",2502,124,5
"3762",1190,783,5
"3763",494,147,5
"3764",2441,23,5
"3765",1390,74,3
"3766",1230,350,5
"3767",359,621,5
"3768",2462,213,5
"3769",599,192,5
"3770",555,283,3
"3771",2330,128,2
"3772",1790,473,5
"3773",1685,164,5
"3774",2968,259,5
"3775",1507,996,4
"3776",1993,8,5
"3777",580,294,3
"3778",1989,52,5
"3779",1439,433,5
"3780",2065,169,3
"3781",1494,449,5
"3782",403,73,5
"3783",2686,179,5
"3784",936,563,3
"3785",799,819,3
"3786",2171,204,3
"3787",1270,15,5
"3788",1774,332,5
"3789",614,803,5
"3790",1292,294,5
"3791",2421,433,5
"3792",417,489,5
"3793",2906,469,5
"3794",1298,623,5
"3795",1067,223,4
"3796",78,206,5
"3797",246,137,4
"3798",1610,407,5
"3799",947,55,5
"3800",48,412,4
"3801",1428,242,5
"3802",911,737,5
"3803",1256,225,5
"3804",1307,409,5
"3805",2809,780,5
"3806",2161,986,5
"3807",329,253,5
"3808",1496,204,5
"3809",367,22,5
"3810",2971,733,4
"3811",341,483,4
"3812",1873,253,5
"3813",2870,588,5
"3814",1984,480,3
"3815",27,740,5
"3816",1210,618,5
"3817",2409,412,4
"3818",2791,573,3
"3819",2389,124,5
"3820",1397,547,5
"3821",1123,888,5
"3822",2288,976,5
"3823",557,237,5
"3824",1844,283,4
"3825",428,390,5
"3826",1654,461,5
"3827",1699,390,5
"3828",761,181,5
"3829",1379,485,5
"3830",2548,831,3
"3831",277,293,5
"3832",34,40,5
"3833",929,182,5
"3834",1446,971,5
"3835",945,996,5
"3836",1745,828,4
"3837",2454,422,5
"3838",2874,302,1
"3839",2475,197,5
"3840",864,269,4
"3841",2176,886,5
"3842",2335,104,5
"3843",1807,320,5
"3844",1240,429,5
"3845",958,389,4
"3846",1138,929,5
"3847",1469,239,4
"3848",1158,289,5
"3849",219,353,5
"3850",251,294,5
"3851",1511,580,5
"3852",1300,480,5
"3853",1394,211,5
"3854",1553,369,5
"3855",2874,965,5
"3856",1673,613,5
"3857",1590,71,1
"3858",2312,175,5
"3859",1830,232,5
"3860",1413,11,3
"3861",2476,645,5
"3862",294,846,5
"3863",1176,587,5
"3864",2544,133,5
"3865",532,439,1
"3866",1042,492,5
"3867",2040,381,1
"3868",732,724,5
"3869",2349,122,5
"3870",2149,77,5
"3871",2851,181,3
"3872",409,591,5
"3873",1743,181,5
"3874",1090,225,5
"3875",1632,538,3
"3876",1946,233,5
"3877",1164,281,5
"3878",371,222,5
"3879",628,184,5
"3880",2682,236,5
"3881",641,291,3
"3882",598,877,5
"3883",2754,101,4
"3884",2072,146,4
"3885",2546,248,5
"3886",459,77,5
"3887",800,250,5
"3888",218,5,5
"3889",1850,774,5
"3890",2729,619,4
"3891",1129,975,5
"3892",443,587,5
"3893",2096,80,4
"3894",1624,248,5
"3895",2721,541,3
"3896",1768,7,5
"3897",2703,976,5
"3898",2560,733,5
"3899",2981,194,5
"3900",2021,120,2
"3901",664,129,4
"3902",1189,563,5
"3903",1332,69,5
"3904",724,7,5
"3905",524,936,4
"3906",216,129,5
"3907",1641,124,5
"3908",608,947,4
"3909",1187,390,4
"3910",447,540,5
"3911",226,834,5
"3912",2982,223,4
"3913",12,612,5
"3914",2483,294,4
"3915",960,195,4
"3916",2043,469,5
"3917",2160,327,3
"3918",641,265,5
"3919",2208,185,5
"3920",2931,336,5
"3921",2474,46,5
"3922",2666,311,5
"3923",2249,363,5
"3924",1926,300,5
"3925",587,127,5
"3926",2939,700,5
"3927",556,135,2
"3928",629,935,5
"3929",1440,412,5
"3930",2442,281,4
"3931",296,758,5
"3932",1877,296,4
"3933",740,783,3
"3934",120,183,5
"3935",2808,254,5
"3936",1529,25,3
"3937",685,639,4
"3938",994,766,4
"3939",1190,363,5
"3940",2961,926,5
"3941",513,267,4
"3942",953,106,5
"3943",1866,84,5
"3944",1815,554,4
"3945",2867,157,5
"3946",87,183,5
"3947",152,224,5
"3948",2328,395,5
"3949",1365,273,5
"3950",490,164,5
"3951",1975,406,5
"3952",2148,811,5
"3953",2303,971,5
"3954",1860,236,5
"3955",2269,761,5
"3956",258,829,3
"3957",952,701,5
"3958",769,289,5
"3959",1121,266,5
"3960",1602,783,5
"3961",1355,224,1
"3962",2017,526,5
"3963",108,679,4
"3964",84,817,5
"3965",1782,332,5
"3966",2013,645,5
"3967",2562,123,5
"3968",2627,178,5
"3969",2731,722,5
"3970",322,952,5
"3971",241,469,5
"3972",1878,616,5
"3973",1175,754,4
"3974",1656,4,5
"3975",1580,8,4
"3976",1015,204,4
"3977",1870,625,5
"3978",251,7,3
"3979",445,657,5
"3980",2492,458,5
"3981",2218,868,5
"3982",505,587,4
"3983",2146,334,5
"3984",2588,483,5
